concept_id,concept_name_ko,concept_name_en,domain_id,vocabulary_id,concept_class_id,concept_code,standard_concept,standard_hint,valid_start_date,valid_end_date,invalid_reason,key
10000000182,중대성,AE_SERIOUSNESS,Observation,KAI,Value set,KAI-CS-AE_SERIOUSNESS,C,ICH E2A,2026-09-12,2099-12-31,,CS:AE_SERIOUSNESS
10000000183,사망,사망,Observation,KAI,Value,KAI-AE_SERIOUSNESS-사망,S,,2026-09-12,2099-12-31,,CS:AE_SERIOUSNESS:사망
10000000184,생명 위협,생명 위협,Observation,KAI,Value,KAI-AE_SERIOUSNESS-생명_위협,S,,2026-09-12,2099-12-31,,CS:AE_SERIOUSNESS:생명_위협
10000000185,입원·연장,입원·연장,Observation,KAI,Value,KAI-AE_SERIOUSNESS-입원·연장,S,,2026-09-12,2099-12-31,,CS:AE_SERIOUSNESS:입원·연장
10000000186,장애,장애,Observation,KAI,Value,KAI-AE_SERIOUSNESS-장애,S,,2026-09-12,2099-12-31,,CS:AE_SERIOUSNESS:장애
10000000187,선천 기형,선천 기형,Observation,KAI,Value,KAI-AE_SERIOUSNESS-선천_기형,S,,2026-09-12,2099-12-31,,CS:AE_SERIOUSNESS:선천_기형
10000000188,기타 중요,기타 중요,Observation,KAI,Value,KAI-AE_SERIOUSNESS-기타_중요,S,,2026-09-12,2099-12-31,,CS:AE_SERIOUSNESS:기타_중요
10000000189,예/아니오,YN,Meas Value,KAI,Value set,KAI-CS-YN,C,SNOMED (yes/no/unknown),2026-09-12,2099-12-31,,CS:YN
10000000190,예,예,Meas Value,KAI,Value,KAI-YN-1,S,,2026-09-12,2099-12-31,,CS:YN:1
10000000191,아니오,아니오,Meas Value,KAI,Value,KAI-YN-0,S,,2026-09-12,2099-12-31,,CS:YN:0
10000000192,모름,모름,Meas Value,KAI,Value,KAI-YN-9,S,,2026-09-12,2099-12-31,,CS:YN:9
10000000193,가족 관계,FAMILY_RELATION,Observation,KAI,Value set,KAI-CS-FAMILY_RELATION,C,SNOMED family member 계열,2026-09-12,2099-12-31,,CS:FAMILY_RELATION
10000000194,부,부,Observation,KAI,Value,KAI-FAMILY_RELATION-부,S,,2026-09-12,2099-12-31,,CS:FAMILY_RELATION:부
10000000195,모,모,Observation,KAI,Value,KAI-FAMILY_RELATION-모,S,,2026-09-12,2099-12-31,,CS:FAMILY_RELATION:모
10000000196,형제,형제,Observation,KAI,Value,KAI-FAMILY_RELATION-형제,S,,2026-09-12,2099-12-31,,CS:FAMILY_RELATION:형제
10000000197,자매,자매,Observation,KAI,Value,KAI-FAMILY_RELATION-자매,S,,2026-09-12,2099-12-31,,CS:FAMILY_RELATION:자매
10000000198,자녀,자녀,Observation,KAI,Value,KAI-FAMILY_RELATION-자녀,S,,2026-09-12,2099-12-31,,CS:FAMILY_RELATION:자녀
10000000199,조부모,조부모,Observation,KAI,Value,KAI-FAMILY_RELATION-조부모,S,,2026-09-12,2099-12-31,,CS:FAMILY_RELATION:조부모
10000000200,기타 2촌 이내,기타 2촌 이내,Observation,KAI,Value,KAI-FAMILY_RELATION-기타_2촌_이내,S,,2026-09-12,2099-12-31,,CS:FAMILY_RELATION:기타_2촌_이내
10000000201,3촌 이상,3촌 이상,Observation,KAI,Value,KAI-FAMILY_RELATION-3촌_이상,S,,2026-09-12,2099-12-31,,CS:FAMILY_RELATION:3촌_이상
10000000202,퇴원 시 상태,DISCHARGE_STATUS,Visit,KAI,Value set,KAI-CS-DISCHARGE_STATUS,C,SNOMED discharge disposition,2026-09-12,2099-12-31,,CS:DISCHARGE_STATUS
10000000203,호전,호전,Visit,KAI,Value,KAI-DISCHARGE_STATUS-호전,S,,2026-09-12,2099-12-31,,CS:DISCHARGE_STATUS:호전
10000000204,미호전,미호전,Visit,KAI,Value,KAI-DISCHARGE_STATUS-미호전,S,,2026-09-12,2099-12-31,,CS:DISCHARGE_STATUS:미호전
10000000205,사망,사망,Visit,KAI,Value,KAI-DISCHARGE_STATUS-사망,S,,2026-09-12,2099-12-31,,CS:DISCHARGE_STATUS:사망
10000000206,전원,전원,Visit,KAI,Value,KAI-DISCHARGE_STATUS-전원,S,,2026-09-12,2099-12-31,,CS:DISCHARGE_STATUS:전원
10000000207,자의 퇴원,자의 퇴원,Visit,KAI,Value,KAI-DISCHARGE_STATUS-자의_퇴원,S,,2026-09-12,2099-12-31,,CS:DISCHARGE_STATUS:자의_퇴원
10000000208,기타,기타,Visit,KAI,Value,KAI-DISCHARGE_STATUS-기타,S,,2026-09-12,2099-12-31,,CS:DISCHARGE_STATUS:기타
10000000209,흡연 상태,SMOKING_STATUS,Observation,KAI,Value set,KAI-CS-SMOKING_STATUS,C,SNOMED 77176002/8517006/266919005,2026-09-12,2099-12-31,,CS:SMOKING_STATUS
10000000210,현재,현재,Observation,KAI,Value,KAI-SMOKING_STATUS-현재,S,,2026-09-12,2099-12-31,,CS:SMOKING_STATUS:현재
10000000211,과거,과거,Observation,KAI,Value,KAI-SMOKING_STATUS-과거,S,,2026-09-12,2099-12-31,,CS:SMOKING_STATUS:과거
10000000212,비흡연,비흡연,Observation,KAI,Value,KAI-SMOKING_STATUS-비흡연,S,,2026-09-12,2099-12-31,,CS:SMOKING_STATUS:비흡연
10000000213,수술 목적,SURG_PURPOSE,Procedure,KAI,Value set,KAI-CS-SURG_PURPOSE,C,자체,2026-09-12,2099-12-31,,CS:SURG_PURPOSE
10000000214,근치,근치,Procedure,KAI,Value,KAI-SURG_PURPOSE-근치,S,,2026-09-12,2099-12-31,,CS:SURG_PURPOSE:근치
10000000215,고식,고식,Procedure,KAI,Value,KAI-SURG_PURPOSE-고식,S,,2026-09-12,2099-12-31,,CS:SURG_PURPOSE:고식
10000000216,진단,진단,Procedure,KAI,Value,KAI-SURG_PURPOSE-진단,S,,2026-09-12,2099-12-31,,CS:SURG_PURPOSE:진단
10000000217,예방,예방,Procedure,KAI,Value,KAI-SURG_PURPOSE-예방,S,,2026-09-12,2099-12-31,,CS:SURG_PURPOSE:예방
10000000218,재건,재건,Procedure,KAI,Value,KAI-SURG_PURPOSE-재건,S,,2026-09-12,2099-12-31,,CS:SURG_PURPOSE:재건
10000000219,이식,이식,Procedure,KAI,Value,KAI-SURG_PURPOSE-이식,S,,2026-09-12,2099-12-31,,CS:SURG_PURPOSE:이식
10000000220,수술 접근,SURG_APPROACH,Procedure,KAI,Value set,KAI-CS-SURG_APPROACH,C,SNOMED approach,2026-09-12,2099-12-31,,CS:SURG_APPROACH
10000000221,개복,개복,Procedure,KAI,Value,KAI-SURG_APPROACH-개복,S,,2026-09-12,2099-12-31,,CS:SURG_APPROACH:개복
10000000222,복강경,복강경,Procedure,KAI,Value,KAI-SURG_APPROACH-복강경,S,,2026-09-12,2099-12-31,,CS:SURG_APPROACH:복강경
10000000223,로봇,로봇,Procedure,KAI,Value,KAI-SURG_APPROACH-로봇,S,,2026-09-12,2099-12-31,,CS:SURG_APPROACH:로봇
10000000224,흉강경,흉강경,Procedure,KAI,Value,KAI-SURG_APPROACH-흉강경,S,,2026-09-12,2099-12-31,,CS:SURG_APPROACH:흉강경
10000000225,내시경,내시경,Procedure,KAI,Value,KAI-SURG_APPROACH-내시경,S,,2026-09-12,2099-12-31,,CS:SURG_APPROACH:내시경
10000000226,전환(비개복→개복),전환(비개복→개복),Procedure,KAI,Value,KAI-SURG_APPROACH-전환(비개복→개복),S,,2026-09-12,2099-12-31,,CS:SURG_APPROACH:전환(비개복→개복)
10000000227,방사선 목적,RT_PURPOSE,Procedure,KAI,Value set,KAI-CS-RT_PURPOSE,C,자체,2026-09-12,2099-12-31,,CS:RT_PURPOSE
10000000228,근치,근치,Procedure,KAI,Value,KAI-RT_PURPOSE-근치,S,,2026-09-12,2099-12-31,,CS:RT_PURPOSE:근치
10000000229,보조,보조,Procedure,KAI,Value,KAI-RT_PURPOSE-보조,S,,2026-09-12,2099-12-31,,CS:RT_PURPOSE:보조
10000000230,선행,선행,Procedure,KAI,Value,KAI-RT_PURPOSE-선행,S,,2026-09-12,2099-12-31,,CS:RT_PURPOSE:선행
10000000231,고식,고식,Procedure,KAI,Value,KAI-RT_PURPOSE-고식,S,,2026-09-12,2099-12-31,,CS:RT_PURPOSE:고식
10000000232,예방적,예방적,Procedure,KAI,Value,KAI-RT_PURPOSE-예방적,S,,2026-09-12,2099-12-31,,CS:RT_PURPOSE:예방적
10000000233,바이오마커 정성 결과,BIOMARKER_RESULT,Meas Value,KAI,Value set,KAI-CS-BIOMARKER_RESULT,C,SNOMED (positive/negative/equivocal),2026-09-12,2099-12-31,,CS:BIOMARKER_RESULT
10000000234,양성,양성,Meas Value,KAI,Value,KAI-BIOMARKER_RESULT-양성,S,,2026-09-12,2099-12-31,,CS:BIOMARKER_RESULT:양성
10000000235,음성,음성,Meas Value,KAI,Value,KAI-BIOMARKER_RESULT-음성,S,,2026-09-12,2099-12-31,,CS:BIOMARKER_RESULT:음성
10000000236,불명확,불명확,Meas Value,KAI,Value,KAI-BIOMARKER_RESULT-불명확,S,,2026-09-12,2099-12-31,,CS:BIOMARKER_RESULT:불명확
10000000237,미시행,미시행,Meas Value,KAI,Value,KAI-BIOMARKER_RESULT-미시행,S,,2026-09-12,2099-12-31,,CS:BIOMARKER_RESULT:미시행
10000000238,부적절 검체,부적절 검체,Meas Value,KAI,Value,KAI-BIOMARKER_RESULT-부적절_검체,S,,2026-09-12,2099-12-31,,CS:BIOMARKER_RESULT:부적절_검체
10000000239,유방 밀도,BIRADS_DENSITY,Measurement,KAI,Value set,KAI-CS-BIRADS_DENSITY,C,SNOMED BI-RADS density,2026-09-12,2099-12-31,,CS:BIRADS_DENSITY
10000000240,A,A,Measurement,KAI,Value,KAI-BIRADS_DENSITY-A,S,,2026-09-12,2099-12-31,,CS:BIRADS_DENSITY:A
10000000241,B,B,Measurement,KAI,Value,KAI-BIRADS_DENSITY-B,S,,2026-09-12,2099-12-31,,CS:BIRADS_DENSITY:B
10000000242,C,C,Measurement,KAI,Value,KAI-BIRADS_DENSITY-C,S,,2026-09-12,2099-12-31,,CS:BIRADS_DENSITY:C
10000000243,D,D,Measurement,KAI,Value,KAI-BIRADS_DENSITY-D,S,,2026-09-12,2099-12-31,,CS:BIRADS_DENSITY:D
10000000244,섬유화 병기 (NASH CRN),FIBROSIS_STAGE,Modifier,KAI,Value set,KAI-CS-FIBROSIS_STAGE,C,자체 (SNOMED METAVIR 일부),2026-09-12,2099-12-31,,CS:FIBROSIS_STAGE
10000000245,F0,F0,Modifier,KAI,Value,KAI-FIBROSIS_STAGE-F0,S,,2026-09-12,2099-12-31,,CS:FIBROSIS_STAGE:F0
10000000246,F1,F1,Modifier,KAI,Value,KAI-FIBROSIS_STAGE-F1,S,,2026-09-12,2099-12-31,,CS:FIBROSIS_STAGE:F1
10000000247,F1a,F1a,Modifier,KAI,Value,KAI-FIBROSIS_STAGE-F1a,S,,2026-09-12,2099-12-31,,CS:FIBROSIS_STAGE:F1a
10000000248,F1b,F1b,Modifier,KAI,Value,KAI-FIBROSIS_STAGE-F1b,S,,2026-09-12,2099-12-31,,CS:FIBROSIS_STAGE:F1b
10000000249,F1c,F1c,Modifier,KAI,Value,KAI-FIBROSIS_STAGE-F1c,S,,2026-09-12,2099-12-31,,CS:FIBROSIS_STAGE:F1c
10000000250,F2,F2,Modifier,KAI,Value,KAI-FIBROSIS_STAGE-F2,S,,2026-09-12,2099-12-31,,CS:FIBROSIS_STAGE:F2
10000000251,F3,F3,Modifier,KAI,Value,KAI-FIBROSIS_STAGE-F3,S,,2026-09-12,2099-12-31,,CS:FIBROSIS_STAGE:F3
10000000252,F4,F4,Modifier,KAI,Value,KAI-FIBROSIS_STAGE-F4,S,,2026-09-12,2099-12-31,,CS:FIBROSIS_STAGE:F4
10000000253,지방증 등급,NAS_STEATOSIS,Modifier,KAI,Value set,KAI-CS-NAS_STEATOSIS,C,자체,2026-09-12,2099-12-31,,CS:NAS_STEATOSIS
10000000254,0,0,Modifier,KAI,Value,KAI-NAS_STEATOSIS-0,S,,2026-09-12,2099-12-31,,CS:NAS_STEATOSIS:0
10000000255,1,1,Modifier,KAI,Value,KAI-NAS_STEATOSIS-1,S,,2026-09-12,2099-12-31,,CS:NAS_STEATOSIS:1
10000000256,2,2,Modifier,KAI,Value,KAI-NAS_STEATOSIS-2,S,,2026-09-12,2099-12-31,,CS:NAS_STEATOSIS:2
10000000257,3,3,Modifier,KAI,Value,KAI-NAS_STEATOSIS-3,S,,2026-09-12,2099-12-31,,CS:NAS_STEATOSIS:3
10000000258,Child-Pugh,CHILD_PUGH,Measurement,KAI,Value set,KAI-CS-CHILD_PUGH,C,SNOMED,2026-09-12,2099-12-31,,CS:CHILD_PUGH
10000000259,A,A,Measurement,KAI,Value,KAI-CHILD_PUGH-A,S,,2026-09-12,2099-12-31,,CS:CHILD_PUGH:A
10000000260,B,B,Measurement,KAI,Value,KAI-CHILD_PUGH-B,S,,2026-09-12,2099-12-31,,CS:CHILD_PUGH:B
10000000261,C,C,Measurement,KAI,Value,KAI-CHILD_PUGH-C,S,,2026-09-12,2099-12-31,,CS:CHILD_PUGH:C
10000000262,CKD 병기,CKD_STAGE,Condition,KAI,Value set,KAI-CS-CKD_STAGE,C,SNOMED,2026-09-12,2099-12-31,,CS:CKD_STAGE
10000000263,G1,G1,Condition,KAI,Value,KAI-CKD_STAGE-G1,S,,2026-09-12,2099-12-31,,CS:CKD_STAGE:G1
10000000264,G2,G2,Condition,KAI,Value,KAI-CKD_STAGE-G2,S,,2026-09-12,2099-12-31,,CS:CKD_STAGE:G2
10000000265,G3a,G3a,Condition,KAI,Value,KAI-CKD_STAGE-G3a,S,,2026-09-12,2099-12-31,,CS:CKD_STAGE:G3a
10000000266,G3b,G3b,Condition,KAI,Value,KAI-CKD_STAGE-G3b,S,,2026-09-12,2099-12-31,,CS:CKD_STAGE:G3b
10000000267,G4,G4,Condition,KAI,Value,KAI-CKD_STAGE-G4,S,,2026-09-12,2099-12-31,,CS:CKD_STAGE:G4
10000000268,G5,G5,Condition,KAI,Value,KAI-CKD_STAGE-G5,S,,2026-09-12,2099-12-31,,CS:CKD_STAGE:G5
10000000269,당뇨망막병증 등급,DR_SEVERITY,Condition,KAI,Value set,KAI-CS-DR_SEVERITY,C,SNOMED,2026-09-12,2099-12-31,,CS:DR_SEVERITY
10000000270,없음,없음,Condition,KAI,Value,KAI-DR_SEVERITY-없음,S,,2026-09-12,2099-12-31,,CS:DR_SEVERITY:없음
10000000271,경증 NPDR,경증 NPDR,Condition,KAI,Value,KAI-DR_SEVERITY-경증_NPDR,S,,2026-09-12,2099-12-31,,CS:DR_SEVERITY:경증_NPDR
10000000272,중등도 NPDR,중등도 NPDR,Condition,KAI,Value,KAI-DR_SEVERITY-중등도_NPDR,S,,2026-09-12,2099-12-31,,CS:DR_SEVERITY:중등도_NPDR
10000000273,중증 NPDR,중증 NPDR,Condition,KAI,Value,KAI-DR_SEVERITY-중증_NPDR,S,,2026-09-12,2099-12-31,,CS:DR_SEVERITY:중증_NPDR
10000000274,PDR,PDR,Condition,KAI,Value,KAI-DR_SEVERITY-PDR,S,,2026-09-12,2099-12-31,,CS:DR_SEVERITY:PDR
10000000275,Wagner 등급,WAGNER,Condition,KAI,Value set,KAI-CS-WAGNER,C,SNOMED,2026-09-12,2099-12-31,,CS:WAGNER
10000000276,0,0,Condition,KAI,Value,KAI-WAGNER-0,S,,2026-09-12,2099-12-31,,CS:WAGNER:0
10000000277,1,1,Condition,KAI,Value,KAI-WAGNER-1,S,,2026-09-12,2099-12-31,,CS:WAGNER:1
10000000278,2,2,Condition,KAI,Value,KAI-WAGNER-2,S,,2026-09-12,2099-12-31,,CS:WAGNER:2
10000000279,3,3,Condition,KAI,Value,KAI-WAGNER-3,S,,2026-09-12,2099-12-31,,CS:WAGNER:3
10000000280,4,4,Condition,KAI,Value,KAI-WAGNER-4,S,,2026-09-12,2099-12-31,,CS:WAGNER:4
10000000281,5,5,Condition,KAI,Value,KAI-WAGNER-5,S,,2026-09-12,2099-12-31,,CS:WAGNER:5
10000000282,당뇨병 유형,DM_TYPE,Condition,KAI,Value set,KAI-CS-DM_TYPE,C,SNOMED/KCD,2026-09-12,2099-12-31,,CS:DM_TYPE
10000000283,1형,1형,Condition,KAI,Value,KAI-DM_TYPE-1형,S,,2026-09-12,2099-12-31,,CS:DM_TYPE:1형
10000000284,2형,2형,Condition,KAI,Value,KAI-DM_TYPE-2형,S,,2026-09-12,2099-12-31,,CS:DM_TYPE:2형
10000000285,임신성,임신성,Condition,KAI,Value,KAI-DM_TYPE-임신성,S,,2026-09-12,2099-12-31,,CS:DM_TYPE:임신성
10000000286,기타 특정형,기타 특정형,Condition,KAI,Value,KAI-DM_TYPE-기타_특정형,S,,2026-09-12,2099-12-31,,CS:DM_TYPE:기타_특정형
10000000287,미분류,미분류,Condition,KAI,Value,KAI-DM_TYPE-미분류,S,,2026-09-12,2099-12-31,,CS:DM_TYPE:미분류
10000000288,예후지수 위험군,RISK_GROUP,Measurement,KAI,Value set,KAI-CS-RISK_GROUP,C,자체,2026-09-12,2099-12-31,,CS:RISK_GROUP
10000000289,저위험,저위험,Measurement,KAI,Value,KAI-RISK_GROUP-저위험,S,,2026-09-12,2099-12-31,,CS:RISK_GROUP:저위험
10000000290,저중간,저중간,Measurement,KAI,Value,KAI-RISK_GROUP-저중간,S,,2026-09-12,2099-12-31,,CS:RISK_GROUP:저중간
10000000291,고중간,고중간,Measurement,KAI,Value,KAI-RISK_GROUP-고중간,S,,2026-09-12,2099-12-31,,CS:RISK_GROUP:고중간
10000000292,고위험,고위험,Measurement,KAI,Value,KAI-RISK_GROUP-고위험,S,,2026-09-12,2099-12-31,,CS:RISK_GROUP:고위험
10000000293,조혈모세포이식 유형,SCT_TYPE,Procedure,KAI,Value set,KAI-CS-SCT_TYPE,C,SNOMED,2026-09-12,2099-12-31,,CS:SCT_TYPE
10000000294,자가,자가,Procedure,KAI,Value,KAI-SCT_TYPE-자가,S,,2026-09-12,2099-12-31,,CS:SCT_TYPE:자가
10000000295,동종 형제,동종 형제,Procedure,KAI,Value,KAI-SCT_TYPE-동종_형제,S,,2026-09-12,2099-12-31,,CS:SCT_TYPE:동종_형제
10000000296,동종 비혈연,동종 비혈연,Procedure,KAI,Value,KAI-SCT_TYPE-동종_비혈연,S,,2026-09-12,2099-12-31,,CS:SCT_TYPE:동종_비혈연
10000000297,반일치,반일치,Procedure,KAI,Value,KAI-SCT_TYPE-반일치,S,,2026-09-12,2099-12-31,,CS:SCT_TYPE:반일치
10000000298,제대혈,제대혈,Procedure,KAI,Value,KAI-SCT_TYPE-제대혈,S,,2026-09-12,2099-12-31,,CS:SCT_TYPE:제대혈
10000000299,treatment_intent_type,ANTP_THERAPY.treatment_intent_type,Meas Value,KAI,Value set,KAI-CS-ANTP_THERAPY.treatment_intent_type,C,,2026-09-12,2099-12-31,,CS:ANTP_THERAPY.treatment_intent_type
10000000300,Neoadjuvant,Neoadjuvant,Meas Value,KAI,Value,KAI-ANTP_THERAPY.treatment_intent_type-1,S,,2026-09-12,2099-12-31,,CS:ANTP_THERAPY.treatment_intent_type:1
10000000301,Adjuvant,Adjuvant,Meas Value,KAI,Value,KAI-ANTP_THERAPY.treatment_intent_type-2,S,,2026-09-12,2099-12-31,,CS:ANTP_THERAPY.treatment_intent_type:2
10000000302,Palliative,Palliative,Meas Value,KAI,Value,KAI-ANTP_THERAPY.treatment_intent_type-3,S,,2026-09-12,2099-12-31,,CS:ANTP_THERAPY.treatment_intent_type:3
10000000303,Maintenance,Maintenance,Meas Value,KAI,Value,KAI-ANTP_THERAPY.treatment_intent_type-4,S,,2026-09-12,2099-12-31,,CS:ANTP_THERAPY.treatment_intent_type:4
10000000304,Definitive,Definitive,Meas Value,KAI,Value,KAI-ANTP_THERAPY.treatment_intent_type-5,S,,2026-09-12,2099-12-31,,CS:ANTP_THERAPY.treatment_intent_type:5
10000000305,Salvage,Salvage,Meas Value,KAI,Value,KAI-ANTP_THERAPY.treatment_intent_type-6,S,,2026-09-12,2099-12-31,,CS:ANTP_THERAPY.treatment_intent_type:6
10000000306,drug_category,ANTP_THERAPY.drug_category,Meas Value,KAI,Value set,KAI-CS-ANTP_THERAPY.drug_category,C,,2026-09-12,2099-12-31,,CS:ANTP_THERAPY.drug_category
10000000307,세포독성항암제,세포독성항암제,Meas Value,KAI,Value,KAI-ANTP_THERAPY.drug_category-1,S,,2026-09-12,2099-12-31,,CS:ANTP_THERAPY.drug_category:1
10000000308,표적치료제,표적치료제,Meas Value,KAI,Value,KAI-ANTP_THERAPY.drug_category-2,S,,2026-09-12,2099-12-31,,CS:ANTP_THERAPY.drug_category:2
10000000309,호르몬치료제,호르몬치료제,Meas Value,KAI,Value,KAI-ANTP_THERAPY.drug_category-3,S,,2026-09-12,2099-12-31,,CS:ANTP_THERAPY.drug_category:3
10000000310,항체-약물 접합체,항체-약물 접합체,Meas Value,KAI,Value,KAI-ANTP_THERAPY.drug_category-4,S,,2026-09-12,2099-12-31,,CS:ANTP_THERAPY.drug_category:4
10000000311,면역항암제,면역항암제,Meas Value,KAI,Value,KAI-ANTP_THERAPY.drug_category-5,S,,2026-09-12,2099-12-31,,CS:ANTP_THERAPY.drug_category:5
10000000312,기타,기타,Meas Value,KAI,Value,KAI-ANTP_THERAPY.drug_category-6,S,,2026-09-12,2099-12-31,,CS:ANTP_THERAPY.drug_category:6
10000000313,CL_ACTION_TAKEN_CONCEPT_ID,CL_ACTION_TAKEN_CONCEPT_ID,Meas Value,KAI,Value set,KAI-CS-CL_ACTION_TAKEN_CONCEPT_ID,C,,2026-09-12,2099-12-31,,CS:CL_ACTION_TAKEN_CONCEPT_ID
10000000314,CL_ADENOCARCINOMA_PREDOMINANT_SUBTYPE,CL_ADENOCARCINOMA_PREDOMINANT_SUBTYPE,Meas Value,KAI,Value set,KAI-CS-CL_ADENOCARCINOMA_PREDOMINANT_SUBTYPE,C,,2026-09-12,2099-12-31,,CS:CL_ADENOCARCINOMA_PREDOMINANT_SUBTYPE
10000000315,CL_ADVERSE_EVENT_TYPE_CONCEPT_ID,CL_ADVERSE_EVENT_TYPE_CONCEPT_ID,Meas Value,KAI,Value set,KAI-CS-CL_ADVERSE_EVENT_TYPE_CONCEPT_ID,C,,2026-09-12,2099-12-31,,CS:CL_ADVERSE_EVENT_TYPE_CONCEPT_ID
10000000316,CL_ANASTOMOSIS_METHOD,CL_ANASTOMOSIS_METHOD,Meas Value,KAI,Value set,KAI-CS-CL_ANASTOMOSIS_METHOD,C,,2026-09-12,2099-12-31,,CS:CL_ANASTOMOSIS_METHOD
10000000317,CL_BALLOONING_GRADE,CL_BALLOONING_GRADE,Meas Value,KAI,Value set,KAI-CS-CL_BALLOONING_GRADE,C,,2026-09-12,2099-12-31,,CS:CL_BALLOONING_GRADE
10000000318,CL_BIOPSY_ADEQUACY,CL_BIOPSY_ADEQUACY,Meas Value,KAI,Value set,KAI-CS-CL_BIOPSY_ADEQUACY,C,,2026-09-12,2099-12-31,,CS:CL_BIOPSY_ADEQUACY
10000000319,CL_BIOPSY_DIFFERENTIATION,CL_BIOPSY_DIFFERENTIATION,Meas Value,KAI,Value set,KAI-CS-CL_BIOPSY_DIFFERENTIATION,C,,2026-09-12,2099-12-31,,CS:CL_BIOPSY_DIFFERENTIATION
10000000320,CL_BIOPSY_LATERALITY,CL_BIOPSY_LATERALITY,Meas Value,KAI,Value set,KAI-CS-CL_BIOPSY_LATERALITY,C,,2026-09-12,2099-12-31,,CS:CL_BIOPSY_LATERALITY
10000000321,CL_BIOPSY_METHOD,CL_BIOPSY_METHOD,Meas Value,KAI,Value set,KAI-CS-CL_BIOPSY_METHOD,C,,2026-09-12,2099-12-31,,CS:CL_BIOPSY_METHOD
10000000322,CL_BIOPSY_SITE,CL_BIOPSY_SITE,Meas Value,KAI,Value set,KAI-CS-CL_BIOPSY_SITE,C,,2026-09-12,2099-12-31,,CS:CL_BIOPSY_SITE
10000000323,CL_BIOPSY_SITE_DETAIL,CL_BIOPSY_SITE_DETAIL,Meas Value,KAI,Value set,KAI-CS-CL_BIOPSY_SITE_DETAIL,C,,2026-09-12,2099-12-31,,CS:CL_BIOPSY_SITE_DETAIL
10000000324,CL_CELL_LINEAGE,CL_CELL_LINEAGE,Meas Value,KAI,Value set,KAI-CS-CL_CELL_LINEAGE,C,,2026-09-12,2099-12-31,,CS:CL_CELL_LINEAGE
10000000325,CL_CLINICAL_TUMOR_FEATURE,CL_CLINICAL_TUMOR_FEATURE,Meas Value,KAI,Value set,KAI-CS-CL_CLINICAL_TUMOR_FEATURE,C,,2026-09-12,2099-12-31,,CS:CL_CLINICAL_TUMOR_FEATURE
10000000326,CL_COMPLICATION_TREATMENT,CL_COMPLICATION_TREATMENT,Meas Value,KAI,Value set,KAI-CS-CL_COMPLICATION_TREATMENT,C,,2026-09-12,2099-12-31,,CS:CL_COMPLICATION_TREATMENT
10000000327,CL_CONCEPTION_METHOD,CL_CONCEPTION_METHOD,Meas Value,KAI,Value set,KAI-CS-CL_CONCEPTION_METHOD,C,,2026-09-12,2099-12-31,,CS:CL_CONCEPTION_METHOD
10000000328,CL_CRM_STATUS,CL_CRM_STATUS,Meas Value,KAI,Value set,KAI-CS-CL_CRM_STATUS,C,,2026-09-12,2099-12-31,,CS:CL_CRM_STATUS
10000000329,CL_DCIS_NUCLEAR_GRADE,CL_DCIS_NUCLEAR_GRADE,Meas Value,KAI,Value set,KAI-CS-CL_DCIS_NUCLEAR_GRADE,C,,2026-09-12,2099-12-31,,CS:CL_DCIS_NUCLEAR_GRADE
10000000330,CL_DIAGNOSIS_STATUS,CL_DIAGNOSIS_STATUS,Meas Value,KAI,Value set,KAI-CS-CL_DIAGNOSIS_STATUS,C,,2026-09-12,2099-12-31,,CS:CL_DIAGNOSIS_STATUS
10000000331,CL_DIAGNOSIS_SUBTYPE,CL_DIAGNOSIS_SUBTYPE,Meas Value,KAI,Value set,KAI-CS-CL_DIAGNOSIS_SUBTYPE,C,,2026-09-12,2099-12-31,,CS:CL_DIAGNOSIS_SUBTYPE
10000000332,CL_DISTANT_METASTASIS_SITE,CL_DISTANT_METASTASIS_SITE,Meas Value,KAI,Value set,KAI-CS-CL_DISTANT_METASTASIS_SITE,C,,2026-09-12,2099-12-31,,CS:CL_DISTANT_METASTASIS_SITE
10000000333,CL_EXTRANODAL_SITES,CL_EXTRANODAL_SITES,Meas Value,KAI,Value set,KAI-CS-CL_EXTRANODAL_SITES,C,,2026-09-12,2099-12-31,,CS:CL_EXTRANODAL_SITES
10000000334,CL_FERTILITY_PRESERVATION_TYPE,CL_FERTILITY_PRESERVATION_TYPE,Meas Value,KAI,Value set,KAI-CS-CL_FERTILITY_PRESERVATION_TYPE,C,,2026-09-12,2099-12-31,,CS:CL_FERTILITY_PRESERVATION_TYPE
10000000335,CL_GROSS_TYPE,CL_GROSS_TYPE,Meas Value,KAI,Value set,KAI-CS-CL_GROSS_TYPE,C,,2026-09-12,2099-12-31,,CS:CL_GROSS_TYPE
10000000336,CL_HISTOLOGIC_SUBTYPE,CL_HISTOLOGIC_SUBTYPE,Meas Value,KAI,Value set,KAI-CS-CL_HISTOLOGIC_SUBTYPE,C,,2026-09-12,2099-12-31,,CS:CL_HISTOLOGIC_SUBTYPE
10000000337,CL_IMAGING_DIAGNOSTIC_CLASSIFICATION,CL_IMAGING_DIAGNOSTIC_CLASSIFICATION,Meas Value,KAI,Value set,KAI-CS-CL_IMAGING_DIAGNOSTIC_CLASSIFICATION,C,,2026-09-12,2099-12-31,,CS:CL_IMAGING_DIAGNOSTIC_CLASSIFICATION
